CRASH DATE,CRASH TIME,CRASH_DATETIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,COLLISION_ID,UNIQUE_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,COMPLAINT,PED_ROLE,PERSON_SEX,YEAR,INJURY_TYPE
2021-04-16,00:00:00,2021-04-16 00:00:00,NONE,,40.643875,-74.01887,"(40.643875, -74.01887)",3 AVENUE,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,PKUP,HOPPER,4407961,11776144,D4B1F648-2A29-4B92-8407-FE4A1BAD16FC,OCCUPANT,UNSPECIFIED,19961114.0,42.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-04-14,16:00:00,2021-04-14 16:00:00,BRONX,10473,40.821075,-73.882126,"(40.821075, -73.882126)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,SEDAN,,4407500,11810403,95BB7431-D106-4D35-85E3-6DCF9F9698F5,OCCUPANT,UNSPECIFIED,19981021.0,,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-04-16,08:40:00,2021-04-16 08:40:00,NONE,,40.721985,-73.98552,"(40.721985, -73.98552)",NORFOLK STREET,,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,BOX TRUCK,SEDAN,4407868,11746862,5B797BE6-9162-4691-B61D-4F93BBFD8D74,OCCUPANT,UNSPECIFIED,19944211.0,33.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-16,15:16:00,2021-04-16 15:16:00,NONE,,40.607643,-74.03375,"(40.607643, -74.03375)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4407851,11776648,F66E5893-476B-4FF6-BF28-8CEB454AB19B,OCCUPANT,UNSPECIFIED,19961411.0,50.0,,,,,,,REGISTRANT,F,2021,MOTORIST
2021-04-10,11:15:00,2021-04-10 11:15:00,MANHATTAN,10002,40.71975,-73.992165,"(40.71975, -73.992165)",FORSYTH STREET,DELANCEY STREET,1.0,0.0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,STATION WAGON/SPORT UTILITY VEHICLE,,4408030,11749246,8E2C1950-7496-456E-864C-4841E10AAC11,PEDESTRIAN,INJURED,,67.0,,CONSCIOUS,ELBOW-LOWER-ARM-HAND,,,ABRASION,PEDESTRIAN,M,2021,PEDESTRIAN
2021-04-14,09:40:00,2021-04-14 09:40:00,BRONX,10465,40.833126,-73.828285,"(40.833126, -73.828285)",BRUCKNER EXPRESSWAY,EAST TREMONT AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,STATION WAGON/SPORT UTILITY VEHICLE,,4407265,11782987,55270309-1CA8-41B9-BBE9-FA13F6D2FBFC,OCCUPANT,UNSPECIFIED,19965032.0,46.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-15,23:06:00,2021-04-15 23:06:00,BRONX,10458,40.863647,-73.8918,"(40.863647, -73.8918)",MARION AVENUE,EAST 193 STREET,1.0,0.0,0,0,0,0,1,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,SEDAN,SEDAN,4407680,11790940,9205BC28-3517-4251-9760-E045A5BBF3F5,OCCUPANT,UNSPECIFIED,19969616.0,64.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-16,14:00:00,2021-04-16 14:00:00,BROOKLYN,11206,40.70042,-73.956566,"(40.70042, -73.956566)",,,0.0,0.0,0,0,0,0,0,0,OVERSIZED VEHICLE,UNSPECIFIED,SEDAN,BUS,4408362,11791502,7AAEF16C-9F3C-4F78-8DD6-C33A35825130,OCCUPANT,UNSPECIFIED,19969949.0,53.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-15,18:46:00,2021-04-15 18:46:00,NONE,,40.711033,-73.7281,"(40.711033, -73.7281)",CROSS ISLAND PARKWAY,,0.0,0.0,0,0,0,0,0,0,PAVEMENT SLIPPERY,,STATION WAGON/SPORT UTILITY VEHICLE,,4407690,11847657,665ED321-BDB3-40AA-ABD8-106326C5DE57,OCCUPANT,UNSPECIFIED,20003101.0,21.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-04-15,14:30:00,2021-04-15 14:30:00,QUEENS,11434,40.66377,-73.76881,"(40.66377, -73.76881)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,SEDAN,,4407631,11847490,BA2705BB-4469-4576-8288-E1DF86891A3B,OCCUPANT,UNSPECIFIED,20003006.0,70.0,,,,,,,REGISTRANT,F,2021,MOTORIST
2021-04-15,10:20:00,2021-04-15 10:20:00,MANHATTAN,10036,40.75734,-73.98602,"(40.75734, -73.98602)",WEST 44 STREET,7 AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,VAN,SEDAN,4407553,11749972,75622330-84FA-490C-AD4B-1978CC277DAF,OCCUPANT,UNSPECIFIED,19945950.0,52.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-09,13:40:00,2021-04-09 13:40:00,BRONX,10455,40.81945,-73.902054,"(40.81945, -73.902054)",,,2.0,0.0,0,0,0,0,2,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4408365,11803232,9E23EDEF-A901-467E-B499-A70D5B8D212C,OCCUPANT,UNSPECIFIED,19976866.0,,,,,,,,REGISTRANT,U,2021,MOTORIST
2021-04-16,16:12:00,2021-04-16 16:12:00,QUEENS,11430,40.66615,-73.80575,"(40.66615, -73.80575)",SOUTH CONDUIT AVENUE,134 STREET,0.0,0.0,0,0,0,0,0,0,STEERING FAILURE,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4408166,11805960,191F689F-6C47-42F3-B1A2-EA9A7D78D1F3,OCCUPANT,UNSPECIFIED,19978484.0,54.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-04-14,11:48:00,2021-04-14 11:48:00,QUEENS,11377,40.738354,-73.89591,"(40.738354, -73.89591)",48 AVENUE,69 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,BOX TRUCK,SEDAN,4407614,11809377,B09D3280-C6C1-4DB2-8418-47D2BA3E7245,OCCUPANT,UNSPECIFIED,19980434.0,42.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2021,MOTORIST
2021-09-11,18:30:00,2021-09-11 18:30:00,QUEENS,11368,40.734863,-73.862656,"(40.734863, -73.862656)",,,1.0,0.0,0,0,1,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,BIKE,SEDAN,4456187,11944538,92AFC757-D29B-4442-AECB-C2CB436A9558,BICYCLIST,INJURED,20059900.0,26.0,NOT EJECTED,CONSCIOUS,ELBOW-LOWER-ARM-HAND,DRIVER,LAP BELT & HARNESS,CONTUSION - BRUISE,DRIVER,M,2021,CYCLIST
2021-07-08,20:25:00,2021-07-08 20:25:00,BRONX,10462,40.84939,-73.85622,"(40.84939, -73.85622)",,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,OTHER VEHICULAR,STATION WAGON/SPORT UTILITY VEHICLE,PICK-UP TRUCK,4456620,11946049,3BBF7208-8340-4E60-A9C5-FA47E916DE73,OCCUPANT,UNSPECIFIED,20060796.0,37.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-09-09,03:10:00,2021-09-09 03:10:00,QUEENS,11373,40.743614,-73.875275,"(40.743614, -73.875275)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4456998,11947700,8B5ED6FD-B608-4B18-9E6B-75832C2F259D,OCCUPANT,UNSPECIFIED,20061756.0,41.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-06-19,05:30:00,2021-06-19 05:30:00,BRONX,10462,40.846138,-73.86172,"(40.846138, -73.86172)",MORRIS PARK AVENUE,MATTHEWS AVENUE,1.0,0.0,0,0,0,0,1,0,ALCOHOL INVOLVEMENT,UNSPECIFIED,BOX TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,4456674,11946055,B8F30919-A37C-45F1-9FF3-C13C2AAFE744,OCCUPANT,UNSPECIFIED,20060797.0,,,,,,,,REGISTRANT,,2021,MOTORIST
2021-09-11,12:00:00,2021-09-11 12:00:00,BRONX,10457,40.847027,-73.89807,"(40.847027, -73.89807)",EAST TREMONT AVENUE,WASHINGTON AVENUE,0.0,0.0,0,0,0,0,0,0,ALCOHOL INVOLVEMENT,FAILURE TO YIELD RIGHT-OF-WAY,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4456079,11944241,A8276E4D-034B-440A-8CA9-A6FDCAEF1C87,OCCUPANT,UNSPECIFIED,20059711.0,62.0,,,,,,,REGISTRANT,F,2021,MOTORIST
2021-09-11,11:40:00,2021-09-11 11:40:00,QUEENS,11429,40.709435,-73.73208,"(40.709435, -73.73208)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,STATION WAGON/SPORT UTILITY VEHICLE,,4456557,11948318,9365AC41-A39F-4CD4-B841-54677C762D98,OCCUPANT,UNSPECIFIED,20062104.0,,,,,,,,REGISTRANT,,2021,MOTORIST
2021-09-11,13:37:00,2021-09-11 13:37:00,MANHATTAN,10001,40.750988,-73.99063,"(40.750988, -73.99063)",WEST 34 STREET,7 AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,BIKE,4456073,11943669,0C69C583-355F-4B86-B335-5B94312FDB7F,OCCUPANT,UNSPECIFIED,20059379.0,49.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-09-05,13:05:00,2021-09-05 13:05:00,NONE,,40.768166,-73.83749,"(40.768166, -73.83749)",WHITESTONE EXPRESSWAY,,2.0,0.0,0,0,0,0,2,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,TOW TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,4456546,11948132,F8B1A473-7721-4435-A78F-8EFAB0221A58,OCCUPANT,UNSPECIFIED,20062001.0,51.0,,,,,,,REGISTRANT,U,2021,MOTORIST
2021-09-11,22:05:00,2021-09-11 22:05:00,MANHATTAN,10022,40.76161,-73.97076,"(40.76161, -73.97076)",PARK AVENUE,EAST 57 STREET,0.0,0.0,0,0,0,0,0,0,ALCOHOL INVOLVEMENT,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4455920,11957240,6BBDB460-4E4A-487F-82E7-76EB9EE16D98,OCCUPANT,UNSPECIFIED,20067314.0,36.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"MIDDLE REAR SEAT, OR PASSENGER LYING ACROSS A SEAT",LAP BELT,DOES NOT APPLY,PASSENGER,F,2021,MOTORIST
2021-09-11,10:10:00,2021-09-11 10:10:00,BRONX,10458,40.85424,-73.887146,"(40.85424, -73.887146)",,,0.0,0.0,0,0,0,0,0,0,ALCOHOL INVOLVEMENT,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4456100,11944251,DB6A6AD1-213C-4B90-9A3D-94408096AE96,OCCUPANT,UNSPECIFIED,20059718.0,,,,,,,,REGISTRANT,,2021,MOTORIST
2021-09-11,17:33:00,2021-09-11 17:33:00,QUEENS,11370,40.768917,-73.888756,"(40.768917, -73.888756)",81 STREET,DITMARS BOULEVARD,0.0,0.0,0,0,0,0,0,0,STEERING FAILURE,,PICK-UP TRUCK,,4455964,11943411,6090EBF0-4EFF-4B49-B7B3-0CDC571DC742,OCCUPANT,UNSPECIFIED,20059216.0,38.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-07-25,00:00:00,2021-07-25 00:00:00,BRONX,10454,40.807552,-73.91922,"(40.807552, -73.91922)",EAST 138 STREET,BROOK AVENUE,0.0,0.0,0,0,0,0,0,0,ALCOHOL INVOLVEMENT,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4456992,11947473,55F4BEA5-486D-496E-8A04-68A5B993ABCE,OCCUPANT,UNSPECIFIED,20061605.0,33.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"LEFT REAR PASSENGER, OR REAR PASSENGER ON A BICYCLE, MOTORCYCLE, SNOWMOBILE",UNKNOWN,DOES NOT APPLY,PASSENGER,M,2021,MOTORIST
2021-09-11,23:35:00,2021-09-11 23:35:00,BRONX,10458,40.861828,-73.89286,"(40.861828, -73.89286)",EAST FORDHAM ROAD,MARION AVENUE,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,TAXI,4456507,11947342,84524253-A676-4983-9CD4-F6A33AED7376,OCCUPANT,UNSPECIFIED,20061534.0,34.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-09-11,15:40:00,2021-09-11 15:40:00,BROOKLYN,11217,40.68249,-73.97962,"(40.68249, -73.97962)",4 AVENUE,BERGEN STREET,2.0,0.0,1,0,1,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,BIKE,4455982,11942857,06A259DA-8CBD-4B47-B6F1-7A5A4FA09478,OCCUPANT,UNSPECIFIED,20058880.0,9.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"MIDDLE REAR SEAT, OR PASSENGER LYING ACROSS A SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2021,MOTORIST
2021-09-11,09:00:00,2021-09-11 09:00:00,BRONX,10452,40.832314,-73.93161,"(40.832314, -73.93161)",UNIVERSITY AVENUE,SEDGWICK AVENUE,0.0,0.0,0,0,0,0,0,0,UNSAFE SPEED,UNSPECIFIED,SEDAN,SEDAN,4456984,11948025,7F3D277C-F3A6-481F-9319-B5F1C8DAA056,OCCUPANT,UNSPECIFIED,20061950.0,,,,,,,,REGISTRANT,U,2021,MOTORIST
2021-09-07,11:00:00,2021-09-07 11:00:00,QUEENS,11418,40.69962,-73.82122,"(40.69962, -73.82122)",,,1.0,0.0,0,0,1,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,BIKE,4456856,11946831,7BAFB9F3-D0B2-449F-9001-27C18C8DE194,BICYCLIST,INJURED,20061259.0,31.0,NOT EJECTED,CONSCIOUS,SHOULDER - UPPER ARM,DRIVER,,FRACTURE - DISTORTED - DISLOCATION,DRIVER,F,2021,CYCLIST
2021-12-09,15:17:00,2021-12-09 15:17:00,BRONX,10467,40.880135,-73.873085,"(40.880135, -73.873085)",EAST 211 STREET,HULL AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,BUS,STATION WAGON/SPORT UTILITY VEHICLE,4485146,12055426,891D9952-9A3B-4448-9D3A-1B3D2AA007F1,OCCUPANT,UNSPECIFIED,20123736.0,29.0,,,,,,,REGISTRANT,F,2021,MOTORIST
2021-12-09,15:17:00,2021-12-09 15:17:00,BRONX,10467,40.880135,-73.873085,"(40.880135, -73.873085)",EAST 211 STREET,HULL AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,BUS,STATION WAGON/SPORT UTILITY VEHICLE,4485146,12055433,B9FC4D18-1B2B-42C8-AA87-2C1F6DFBEC1C,OCCUPANT,UNSPECIFIED,20123735.0,10.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"ANY PERSON IN THE REAR OF A STATION WAGON, PICK-UP TRUCK, ALL PASSENGERS ON A BUS, ETC",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2021,MOTORIST
2021-04-04,17:00:00,2021-04-04 17:00:00,BROOKLYN,11235,40.5837,-73.94259,"(40.5837, -73.94259)",EMMONS AVENUE,EAST 26 STREET,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4404427,11772504,1C00BA31-FA15-4D59-A250-07D6F806A304,OCCUPANT,UNSPECIFIED,19959014.0,,,,,,,,REGISTRANT,U,2021,MOTORIST
2021-04-17,11:00:00,2021-04-17 11:00:00,MANHATTAN,10032,40.837803,-73.94215,"(40.837803, -73.94215)",WEST 163 STREET,BROADWAY,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,VAN,SEDAN,4408277,11752852,5875A4AA-F493-467D-92D3-44632A0B3C89,OCCUPANT,UNSPECIFIED,19947626.0,,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-04-16,11:20:00,2021-04-16 11:20:00,MANHATTAN,10027,40.813385,-73.94511,"(40.813385, -73.94511)",7 AVENUE,WEST 132 STREET,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,FAILURE TO YIELD RIGHT-OF-WAY,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4408489,11754959,6324906B-E97D-423A-B018-31E59CB5735A,OCCUPANT,UNSPECIFIED,19948786.0,62.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-15,21:25:00,2021-04-15 21:25:00,NONE,,40.822388,-73.934296,"(40.822388, -73.934296)",HARLEM RIVER DRIVE,,0.0,0.0,0,0,0,0,0,0,PAVEMENT SLIPPERY,,SEDAN,,4408518,11755187,F0EDB12C-9386-4BF9-9AE2-F687F3D3AAA0,OCCUPANT,UNSPECIFIED,19948918.0,23.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-16,15:57:00,2021-04-16 15:57:00,NONE,,40.75455,-73.96252,"(40.75455, -73.96252)",FDR DRIVE,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4408564,11755281,B7D230BB-B701-487A-9FCC-4F732363056B,OCCUPANT,UNSPECIFIED,19948970.0,60.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2019-04-17,00:49:00,2019-04-17 00:49:00,NONE,,40.651974,-73.86542,"(40.651974, -73.86542)",BELT PARKWAY,,3.0,0.0,0,0,0,0,3,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4408571,11856044,15CA2009-6008-4D1B-85E2-AA212894BB85,OCCUPANT,INJURED,20008089.0,44.0,NOT EJECTED,CONSCIOUS,ENTIRE BODY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,LAP BELT & HARNESS,COMPLAINT OF PAIN OR NAUSEA,PASSENGER,F,2019,MOTORIST
2021-04-16,18:30:00,2021-04-16 18:30:00,BROOKLYN,11221,40.686825,-73.93881,"(40.686825, -73.93881)",MARCUS GARVEY BOULEVARD,MONROE STREET,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4408614,11777274,FC0E9C51-2530-4A51-AD80-808D3C86104C,OCCUPANT,UNSPECIFIED,19961740.0,26.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-15,20:18:00,2021-04-15 20:18:00,NONE,,40.831978,-73.93515,"(40.831978, -73.93515)",HARLEM RIVER DRIVE,,3.0,0.0,0,0,0,0,3,0,OTHER VEHICULAR,FELL ASLEEP,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4408490,11754735,46E28AEC-7CCB-4623-8039-873044503DBF,OCCUPANT,UNSPECIFIED,19948663.0,52.0,,,,,,,REGISTRANT,F,2021,MOTORIST
2021-04-17,11:01:00,2021-04-17 11:01:00,QUEENS,11385,40.70739,-73.90895,"(40.70739, -73.90895)",,,0.0,0.0,0,0,0,0,0,0,ALCOHOL INVOLVEMENT,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4407960,11810652,8DA98A61-18DB-4938-BC89-0BC45B83DFA3,OCCUPANT,UNSPECIFIED,19981166.0,34.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-04-17,11:00:00,2021-04-17 11:00:00,NONE,,40.63363,-74.138985,"(40.63363, -74.138985)",TREADWELL AVENUE,HATFIELD PLACE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4408513,11781738,7F3C4835-50B5-41E6-9803-E84E6FD58826,OCCUPANT,UNSPECIFIED,19964307.0,23.0,,,,,,,REGISTRANT,F,2021,MOTORIST
2021-04-17,23:15:00,2021-04-17 23:15:00,STATEN ISLAND,10310,40.639698,-74.11429,"(40.639698, -74.11429)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4408314,11772418,19D893F8-18AA-4A8D-A53D-283D1AEFC79C,OCCUPANT,UNSPECIFIED,19958964.0,26.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-17,13:00:00,2021-04-17 13:00:00,NONE,,40.656708,-74.00537,"(40.656708, -74.00537)",34 STREET,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,TRACTOR TRUCK DIESEL,TRACTOR TRUCK DIESEL,4408633,11777056,5EE691B5-DA2C-4A56-A9A1-6BDE636ECA73,OCCUPANT,UNSPECIFIED,19961624.0,35.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2021,MOTORIST
2021-04-17,14:11:00,2021-04-17 14:11:00,MANHATTAN,10030,40.82403,-73.94476,"(40.82403, -73.94476)",WEST 145 STREET,SAINT NICHOLAS AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,TAXI,4408072,11748813,A1AB227B-00D1-4D60-98F0-5ED90B0E1238,OCCUPANT,UNSPECIFIED,19945286.0,30.0,,,,,,,REGISTRANT,F,2021,MOTORIST
2021-04-17,20:30:00,2021-04-17 20:30:00,QUEENS,11413,40.685432,-73.75514,"(40.685432, -73.75514)",192 STREET,122 AVENUE,0.0,0.0,0,0,0,0,0,0,UNSAFE SPEED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,,4407985,11817896,42DF82D9-8FE5-4203-9216-BED9C1E65C99,OCCUPANT,UNSPECIFIED,19985449.0,65.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-04-14,19:50:00,2021-04-14 19:50:00,BROOKLYN,11225,40.66268,-73.95815,"(40.66268, -73.95815)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4408563,11762479,EAE92914-F737-414C-AD7E-19B251979A45,OCCUPANT,UNSPECIFIED,19953168.0,59.0,,,,,,,REGISTRANT,M,2021,MOTORIST
2021-04-17,23:50:00,2021-04-17 23:50:00,NONE,,40.756725,-73.96,"(40.756725, -73.96)",FDR DRIVE,,1.0,0.0,0,0,0,0,1,0,UNSAFE SPEED,UNSPECIFIED,TAXI,SEDAN,4408328,11756037,3013257A-AF75-47FC-AD69-99E12B596B16,OCCUPANT,UNSPECIFIED,19949420.0,,,,,,,,REGISTRANT,U,2021,MOTORIST
2021-04-17,15:22:00,2021-04-17 15:22:00,QUEENS,11422,40.665348,-73.72986,"(40.665348, -73.72986)",SOUTH CONDUIT AVENUE,HOOK CREEK BOULEVARD,2.0,0.0,0,0,0,0,2,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,PICK-UP TRUCK,SEDAN,4407991,11848588,84FD2669-E205-417F-BEF8-4203573C14FA,OCCUPANT,UNSPECIFIED,20003670.0,,,,,,,,REGISTRANT,U,2021,MOTORIST
2022-03-20,23:47:00,2022-03-20 23:47:00,MANHATTAN,10031,40.818474,-73.95332,"(40.818474, -73.95332)",,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,OTHER VEHICULAR,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4514398,12165677,05F23C05-93ED-4906-B9D0-878C54CAD6B1,OCCUPANT,UNSPECIFIED,20187766.0,50.0,,,,,,,REGISTRANT,M,2022,MOTORIST
2022-03-26,10:22:00,2022-03-26 10:22:00,BROOKLYN,11237,40.700546,-73.917076,"(40.700546, -73.917076)",GREENE AVENUE,IRVING AVENUE,2.0,0.0,0,0,0,0,2,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,SEDAN,4514132,12217123,6327518A-3490-414D-87C2-C548DF02C680,OCCUPANT,UNSPECIFIED,20217162.0,86.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"LEFT REAR PASSENGER, OR REAR PASSENGER ON A BICYCLE, MOTORCYCLE, SNOWMOBILE",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2022,MOTORIST
2022-03-26,01:20:00,2022-03-26 01:20:00,BRONX,10459,40.822815,-73.895485,"(40.822815, -73.895485)",,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4514006,12164643,6B8BD8BD-3C56-47EA-BE33-385EB42BDDD1,OCCUPANT,UNSPECIFIED,20187155.0,29.0,,,,,,,REGISTRANT,M,2022,MOTORIST
